"city1";"city2";"avg_fare";"total_passengers";"number_of_trips"
"Flint, MI";"Miami, FL (Metropolitan Area)";145.798;1027.0;10
"Tulsa, OK";"Washington, DC (Metropolitan Area)";231.438718;18420.0;273
"San Francisco, CA (Metropolitan Area)";"Tulsa, OK";199.933712;8311.0;132
"Las Vegas, NV";"Little Rock, AR";198.11;548.0;3
"Chicago, IL";"Tulsa, OK";189.128584;29732.0;219
"Dallas/Fort Worth, TX";"Oklahoma City, OK";121.9548;33567.0;200
"Fayetteville, AR";"Los Angeles, CA (Metropolitan Area)";329.823034;6052.0;145
"Madison, WI";"Washington, DC (Metropolitan Area)";207.72165;20286.0;303
"Los Angeles, CA (Metropolitan Area)";"Madison, WI";276.783835;4776.0;133
"Kansas City, MO";"Nashville, TN";89.913611;13199.0;36
"Atlantic City, NJ";"Orlando, FL";97.386667;446.0;3
"Memphis, TN";"San Francisco, CA (Metropolitan Area)";305.262525;19069.0;297
"Detroit, MI";"San Antonio, TX";183.009143;4688.0;35
"Albany, NY";"San Francisco, CA (Metropolitan Area)";291.313763;12132.0;186
"Houston, TX";"Mission/McAllen/Edinburg, TX";123.877013;13076.0;154
"Detroit, MI";"San Diego, CA";248.107619;9915.0;42
"Amarillo, TX";"Houston, TX";146.238663;17766.0;187
"New York City, NY (Metropolitan Area)";"Tulsa, OK";287.126413;17322.0;538
"Dallas/Fort Worth, TX";"Wichita, KS";156.865;7479.0;50
"Atlantic City, NJ";"Tampa, FL (Metropolitan Area)";107.268378;16557.0;74
"Buffalo, NY";"San Francisco, CA (Metropolitan Area)";254.533881;17174.0;219
"Washington, DC (Metropolitan Area)";"Wichita, KS";190.24;1315.0;25
"Greensboro/High Point, NC";"Miami, FL (Metropolitan Area)";165.265323;12197.0;124
"Boston, MA (Metropolitan Area)";"Memphis, TN";285.960254;19975.0;276
"Denver, CO";"Kansas City, MO";130.119286;33624.0;42
"Richmond, VA";"San Francisco, CA (Metropolitan Area)";319.875948;10272.0;153
"Los Angeles, CA (Metropolitan Area)";"Pasco/Kennewick/Richland, WA";206.720632;3762.0;95
"Corpus Christi, TX";"Dallas/Fort Worth, TX";142.978632;35431.0;212
"Daytona Beach, FL";"New York City, NY (Metropolitan Area)";171.356351;16027.0;370
"Columbia, SC";"Dallas/Fort Worth, TX";200.685;162.0;2
"San Francisco, CA (Metropolitan Area)";"West Palm Beach/Palm Beach, FL";271.072807;6139.0;114
"Sacramento, CA";"San Diego, CA";80.3764;19516.0;25
"Detroit, MI";"Jacksonville, FL";158.735517;4998.0;29
"Tampa, FL (Metropolitan Area)";"West Palm Beach/Palm Beach, FL";85.420882;6806.0;34
"Chicago, IL";"Indianapolis, IN";122.070792;44527.0;202
"Norfolk, VA (Metropolitan Area)";"Philadelphia, PA";208.608667;5052.0;60
"Kansas City, MO";"San Antonio, TX";158.192222;7929.0;36
"Louisville, KY";"Orlando, FL";97.054286;1877.0;7
"Dayton, OH";"Tampa, FL (Metropolitan Area)";133.3384;14716.0;100
"Boston, MA (Metropolitan Area)";"Melbourne, FL";142.017407;1213.0;27
"Huntsville, AL";"New York City, NY (Metropolitan Area)";224.956154;532.0;26
"Kansas City, MO";"Portland, OR";176.702449;8609.0;49
"Allentown/Bethlehem/Easton, PA";"Chicago, IL";264.028286;2188.0;35
"Chicago, IL";"Des Moines, IA";198.369202;22663.0;188
"Dayton, OH";"New York City, NY (Metropolitan Area)";209.616334;31156.0;611
"Cleveland, OH (Metropolitan Area)";"Kansas City, MO";164.831118;17679.0;152
"Detroit, MI";"Las Vegas, NV";181.719318;33308.0;44
"Detroit, MI";"Orlando, FL";132.023404;38012.0;47
"Cleveland, OH (Metropolitan Area)";"Norfolk, VA (Metropolitan Area)";132.8075;970.0;24
"Melbourne, FL";"New York City, NY (Metropolitan Area)";159.734046;8563.0;173
"Atlantic City, NJ";"Boston, MA (Metropolitan Area)";144.745758;1671.0;33
"Spokane, WA";"Washington, DC (Metropolitan Area)";277.868228;4299.0;79
"Kansas City, MO";"St. Louis, MO";80.085676;19287.0;37
"Detroit, MI";"Hartford, CT";272.261;5908.0;30
"Chicago, IL";"Fayetteville, AR";306.484462;6812.0;65
"Colorado Springs, CO";"San Francisco, CA (Metropolitan Area)";201.276667;12947.0;135
"Detroit, MI";"Milwaukee, WI";158.187333;9409.0;30
"Rochester, NY";"San Francisco, CA (Metropolitan Area)";333.50631;4474.0;84
"Greensboro/High Point, NC";"Washington, DC (Metropolitan Area)";189.443066;8555.0;137
"Jacksonville, FL";"Norfolk, VA (Metropolitan Area)";147.479518;20042.0;166
"Chicago, IL";"Jackson/Vicksburg, MS";164.46375;12481.0;120
"Los Angeles, CA (Metropolitan Area)";"San Diego, CA";102.354639;6590.0;97
"Dayton, OH";"Orlando, FL";158.72;1345.0;6
"Kansas City, MO";"Raleigh/Durham, NC";149.535278;7769.0;36
"Dayton, OH";"San Francisco, CA (Metropolitan Area)";233.7625;4465.0;72
"Boston, MA (Metropolitan Area)";"Dayton, OH";207.063744;14736.0;219
"Baton Rouge, LA";"Dallas/Fort Worth, TX";158.56935;13352.0;123
"Denver, CO";"Hartford, CT";300.525714;1321.0;7
"New York City, NY (Metropolitan Area)";"Tallahassee, FL";205.922564;2293.0;78
"Buffalo, NY";"Phoenix, AZ";242.281887;12681.0;53
"Madison, WI";"Miami, FL (Metropolitan Area)";166.14;252.0;4
"Denver, CO";"Detroit, MI";240.412286;13738.0;35
"Boston, MA (Metropolitan Area)";"Grand Rapids, MI";230.164259;3228.0;54
"Albuquerque, NM";"Miami, FL (Metropolitan Area)";196.312;716.0;10
"Norfolk, VA (Metropolitan Area)";"St. Louis, MO";191.253478;3686.0;46
"Greensboro/High Point, NC";"Los Angeles, CA (Metropolitan Area)";280.475308;4653.0;130
"Lexington, KY";"New York City, NY (Metropolitan Area)";206.696596;2450.0;94
"Las Vegas, NV";"Sacramento, CA";90.074643;17351.0;28
"Charlotte, NC";"Detroit, MI";240.776552;6704.0;29
"El Paso, TX";"San Francisco, CA (Metropolitan Area)";180.086865;18635.0;252
"Boston, MA (Metropolitan Area)";"Syracuse, NY";192.061042;2711.0;48
"Minneapolis/St. Paul, MN";"Sacramento, CA";260.672;799.0;5
"Allentown/Bethlehem/Easton, PA";"Orlando, FL";193.266;1177.0;5
"Boston, MA (Metropolitan Area)";"Colorado Springs, CO";276.919524;2358.0;42
"Orlando, FL";"St. Louis, MO";154.43;2909.0;6
"New York City, NY (Metropolitan Area)";"South Bend, IN";204.698657;1441.0;67
"Las Vegas, NV";"St. Louis, MO";165.593333;2208.0;3
"Las Vegas, NV";"Seattle, WA";116.568;9872.0;5
"Cleveland, OH (Metropolitan Area)";"Salt Lake City, UT";223.510714;3139.0;42
"Buffalo, NY";"Houston, TX";207.519;8993.0;90
"Madison, WI";"San Francisco, CA (Metropolitan Area)";264.853162;7135.0;117
"Cleveland, OH (Metropolitan Area)";"Hartford, CT";218.873542;9346.0;96
"Bangor, ME";"New York City, NY (Metropolitan Area)";247.032581;1359.0;31
"Corpus Christi, TX";"Houston, TX";106.779895;21031.0;191
"Orlando, FL";"Toledo, OH";171.45;196.0;1
"Norfolk, VA (Metropolitan Area)";"Washington, DC (Metropolitan Area)";234.482626;15751.0;358
"Detroit, MI";"Louisville, KY";156.730294;6226.0;34
"Detroit, MI";"Indianapolis, IN";127.21525;12664.0;40
"Detroit, MI";"Kansas City, MO";161.391452;23030.0;62
"Little Rock, AR";"New York City, NY (Metropolitan Area)";278.027968;14120.0;438
"Dallas/Fort Worth, TX";"Dayton, OH";215.547935;19557.0;155
"Sacramento, CA";"Seattle, WA";85.104091;18119.0;22
"Chicago, IL";"Greensboro/High Point, NC";204.673008;13924.0;133
"Kansas City, MO";"Milwaukee, WI";175.831111;7459.0;36
"Melbourne, FL";"Washington, DC (Metropolitan Area)";189.889362;2044.0;47
"Boston, MA (Metropolitan Area)";"Omaha, NE";222.598023;11102.0;177
"Atlanta, GA (Metropolitan Area)";"Sacramento, CA";264.317619;3408.0;21
"Boston, MA (Metropolitan Area)";"Oklahoma City, OK";201.192917;1271.0;24
"Albany, NY";"Detroit, MI";152.4075;320.0;4
"Burlington, VT";"Miami, FL (Metropolitan Area)";196.036667;2844.0;30
"Boston, MA (Metropolitan Area)";"Greensboro/High Point, NC";185.554561;12519.0;171
"Greensboro/High Point, NC";"Tampa, FL (Metropolitan Area)";118.66;2476.0;13
"Jackson/Vicksburg, MS";"Los Angeles, CA (Metropolitan Area)";238.527143;1192.0;35
"Kansas City, MO";"Orlando, FL";134.10439;28045.0;41
"Dayton, OH";"Miami, FL (Metropolitan Area)";150.544576;11570.0;118
"Huntsville, AL";"Los Angeles, CA (Metropolitan Area)";372.231333;758.0;30
"Detroit, MI";"Reno, NV";156.875714;3320.0;21
"Detroit, MI";"Nashville, TN";138.36175;18582.0;40
"Los Angeles, CA (Metropolitan Area)";"Midland/Odessa, TX";203.357857;320.0;14
"New York City, NY (Metropolitan Area)";"Philadelphia, PA";164.855373;1927.0;67
"San Francisco, CA (Metropolitan Area)";"Syracuse, NY";264.071667;928.0;18
"Boise, ID";"Washington, DC (Metropolitan Area)";280.166032;3614.0;63
"Albany, NY";"Orlando, FL";172.618571;1968.0;7
"Cleveland, OH (Metropolitan Area)";"Milwaukee, WI";192.102671;14701.0;146
"Detroit, MI";"Portland, OR";263.5648;3840.0;25
"Bellingham, WA";"Los Angeles, CA (Metropolitan Area)";170.796188;7065.0;160
"Kansas City, MO";"San Diego, CA";155.945;14405.0;42
"Bellingham, WA";"San Francisco, CA (Metropolitan Area)";170.975362;4875.0;69
"Kansas City, MO";"Pittsburgh, PA";151.624545;3515.0;22
"Kansas City, MO";"Seattle, WA";178.649444;15235.0;54
"Miami, FL (Metropolitan Area)";"Plattsburgh, NY";195.508;8275.0;50
"Sacramento, CA";"Spokane, WA";87.504286;2480.0;14
"Greenville/Spartanburg, SC";"Orlando, FL";132.97;861.0;5
"Gulfport/Biloxi, MS";"Miami, FL (Metropolitan Area)";160.501111;3250.0;36
"Albuquerque, NM";"Las Vegas, NV";125.686667;2114.0;3
"Chicago, IL";"Rochester, NY";219.305604;21716.0;182
"Colorado Springs, CO";"Houston, TX";156.692468;8029.0;77
"Albany, NY";"New York City, NY (Metropolitan Area)";141.564444;310.0;9
"Las Vegas, NV";"Minneapolis/St. Paul, MN";156.28;4659.0;4
"Seattle, WA";"Spokane, WA";72.45;1554.0;2
"Cleveland, OH (Metropolitan Area)";"Detroit, MI";177.95475;3189.0;40
"Cincinnati, OH";"Fort Myers, FL";165.024286;1066.0;7
"Fort Myers, FL";"Philadelphia, PA";152.40875;2960.0;8
"Atlanta, GA (Metropolitan Area)";"Hartford, CT";160.957143;4981.0;7
"Las Vegas, NV";"Oklahoma City, OK";151.556667;1069.0;3
"Atlanta, GA (Metropolitan Area)";"Kansas City, MO";138.842105;29083.0;38
"Omaha, NE";"Orlando, FL";154.72;1960.0;7
"Chicago, IL";"Dayton, OH";159.228137;11981.0;102
"Tallahassee, FL";"Washington, DC (Metropolitan Area)";180.54619;4418.0;84
"Detroit, MI";"Fort Myers, FL";136.097778;18781.0;36
"Grand Rapids, MI";"Las Vegas, NV";177.305;413.0;2
"Dallas/Fort Worth, TX";"Jackson/Vicksburg, MS";158.019167;10179.0;108
"New York City, NY (Metropolitan Area)";"Steamboat Springs, CO";264.570385;367.0;26
"Detroit, MI";"Pittsburgh, PA";235.511667;5131.0;24
"Albuquerque, NM";"Kansas City, MO";149.616286;6172.0;35
"Orlando, FL";"Seattle, WA";226.447143;2440.0;7
"Fresno, CA";"Los Angeles, CA (Metropolitan Area)";118.77;704.0;21
"Albuquerque, NM";"Sacramento, CA";126.765;848.0;6
"Indianapolis, IN";"Kansas City, MO";105.125278;8792.0;36
"Houston, TX";"West Palm Beach/Palm Beach, FL";191.813333;4849.0;69
"Kansas City, MO";"New Orleans, LA";126.467667;7273.0;30
"Sacramento, CA";"Salt Lake City, UT";98.298889;6998.0;18
"Gulfport/Biloxi, MS";"Tampa, FL (Metropolitan Area)";94.268929;5434.0;28
"Chicago, IL";"Grand Rapids, MI";173.027586;1841.0;29
"Boston, MA (Metropolitan Area)";"Reno, NV";205.083333;346.0;6
"Detroit, MI";"West Palm Beach/Palm Beach, FL";157.320625;11027.0;32
"Flint, MI";"Washington, DC (Metropolitan Area)";180.383333;731.0;12
"Kansas City, MO";"Las Vegas, NV";143.439302;31502.0;43
"Atlanta, GA (Metropolitan Area)";"Detroit, MI";146.68186;31970.0;43
"Grand Rapids, MI";"Minneapolis/St. Paul, MN";212.22;97.0;1
"Chicago, IL";"Saginaw/Bay City/Midland, MI";112.3975;455.0;8
"Cleveland, OH (Metropolitan Area)";"Jacksonville, FL";150.286538;1981.0;26
"Orlando, FL";"Saginaw/Bay City/Midland, MI";117.75;136.0;1
"Columbus, OH";"Nashville, TN";176.739286;5334.0;28
"New York City, NY (Metropolitan Area)";"Roanoke, VA";163.814615;471.0;26
"New Orleans, LA";"Norfolk, VA (Metropolitan Area)";139.804167;2853.0;36
"Cedar Rapids/Iowa City, IA";"Chicago, IL";167.263333;318.0;3
"Chicago, IL";"Harrisburg, PA";246.6784;16732.0;175
"Kansas City, MO";"Norfolk, VA (Metropolitan Area)";144.521667;1023.0;12
"Kansas City, MO";"Salt Lake City, UT";167.445405;8187.0;37
"Detroit, MI";"Philadelphia, PA";160.883889;20522.0;36
"Bloomington/Normal, IL";"Orlando, FL";205.45;168.0;1
"Miami, FL (Metropolitan Area)";"Reno, NV";221.875;257.0;4
"Boston, MA (Metropolitan Area)";"Madison, WI";214.096232;3907.0;69
"Kansas City, MO";"Philadelphia, PA";213.304146;11927.0;41
"Las Vegas, NV";"Peoria, IL";150.906667;597.0;3
"Eagle, CO";"Los Angeles, CA (Metropolitan Area)";213.453333;317.0;9
"Harrisburg, PA";"Los Angeles, CA (Metropolitan Area)";250.528889;538.0;18
"Charlotte, NC";"Kansas City, MO";187.851053;3521.0;19
"Norfolk, VA (Metropolitan Area)";"Phoenix, AZ";232.060556;1269.0;18
"Dallas/Fort Worth, TX";"Eagle, CO";189.796667;1185.0;12
"Knoxville, TN";"Los Angeles, CA (Metropolitan Area)";275.917778;352.0;18
"Denver, CO";"Sacramento, CA";231.157222;5405.0;18
"Birmingham, AL";"Detroit, MI";175.805484;3676.0;31
"Cincinnati, OH";"Seattle, WA";283.13;327.0;2
"Aspen, CO";"Chicago, IL";200.169167;767.0;12
"Harrisburg, PA";"Miami, FL (Metropolitan Area)";160.24125;1155.0;16
"Chicago, IL";"Springfield, IL";122.618333;324.0;12
"Detroit, MI";"Memphis, TN";247.691429;4481.0;28
"Orlando, FL";"Syracuse, NY";172.837143;2073.0;7
"Pittsburgh, PA";"Seattle, WA";299.11;341.0;2
"Los Angeles, CA (Metropolitan Area)";"Salinas/Monterey, CA";217.794839;2906.0;62
"Montgomery, AL";"Washington, DC (Metropolitan Area)";217.6325;98.0;4
"Dallas/Fort Worth, TX";"Fayetteville, AR";221.741905;3312.0;21
"Orlando, FL";"Raleigh/Durham, NC";122.418571;1953.0;7
"Orlando, FL";"Richmond, VA";147.601429;1074.0;7
"Cleveland, OH (Metropolitan Area)";"Portland, OR";260.7725;3371.0;36
"Detroit, MI";"Seattle, WA";236.276757;9653.0;37
"Kansas City, MO";"Oklahoma City, OK";85.089091;7477.0;33
"Boston, MA (Metropolitan Area)";"Daytona Beach, FL";136.095333;1477.0;30
"Kansas City, MO";"Minneapolis/St. Paul, MN";227.236316;15688.0;38
"Baton Rouge, LA";"Houston, TX";131.41697;1622.0;33
"Detroit, MI";"Minneapolis/St. Paul, MN";263.155185;16788.0;27
"Birmingham, AL";"Boston, MA (Metropolitan Area)";194.763158;3151.0;57
"Minneapolis/St. Paul, MN";"Norfolk, VA (Metropolitan Area)";206.677143;1261.0;14
"Cleveland, OH (Metropolitan Area)";"Greensboro/High Point, NC";149.35;317.0;6
"Little Rock, AR";"San Francisco, CA (Metropolitan Area)";209.615758;1607.0;33
"Atlantic City, NJ";"Cleveland, OH (Metropolitan Area)";133.395;368.0;4
"Medford, OR";"San Francisco, CA (Metropolitan Area)";127.883333;145.0;3
"Los Angeles, CA (Metropolitan Area)";"Springfield, MO";266.400256;912.0;39
"Fort Myers, FL";"Hartford, CT";139.464375;3132.0;16
"Cleveland, OH (Metropolitan Area)";"Indianapolis, IN";168.9956;4940.0;50
"Hartford, CT";"Philadelphia, PA";238.334286;1815.0;7
"South Bend, IN";"Tampa, FL (Metropolitan Area)";168.63;1527.0;22
"Portland, OR";"Sacramento, CA";92.213889;10241.0;18
"Tallahassee, FL";"Tampa, FL (Metropolitan Area)";107.679118;7541.0;34
"Boston, MA (Metropolitan Area)";"Harrisburg, PA";203.31381;1071.0;21
"Grand Rapids, MI";"San Francisco, CA (Metropolitan Area)";262.8895;3458.0;60
"Chicago, IL";"Lexington, KY";171.876316;1107.0;19
"Memphis, TN";"Minneapolis/St. Paul, MN";263.19;140.0;1
"Cleveland, OH (Metropolitan Area)";"San Antonio, TX";182.850714;1037.0;14
"Miami, FL (Metropolitan Area)";"Portland, ME";196.165;537.0;8
"Lexington, KY";"Washington, DC (Metropolitan Area)";161.24;217.0;8
"Cincinnati, OH";"Cleveland, OH (Metropolitan Area)";177.755;564.0;10
"Dallas/Fort Worth, TX";"Springfield, MO";109.166;560.0;5
"Orlando, FL";"Portland, OR";248.142857;977.0;7
"Detroit, MI";"Raleigh/Durham, NC";205.3;6897.0;31
"Austin, TX";"Kansas City, MO";151.39913;4322.0;23
"Detroit, MI";"Salt Lake City, UT";203.993462;4748.0;26
"Atlanta, GA (Metropolitan Area)";"Las Vegas, NV";198.273333;4496.0;3
"Lansing, MI";"Washington, DC (Metropolitan Area)";177.0575;103.0;4
"Detroit, MI";"New Orleans, LA";159.764444;7018.0;36
"Las Vegas, NV";"Orlando, FL";173.117;5565.0;10
"Fort Myers, FL";"Indianapolis, IN";120.05125;3853.0;8
"Orlando, FL";"Salt Lake City, UT";183.118333;1639.0;6
"Las Vegas, NV";"Spokane, WA";153.363333;875.0;3
"Orlando, FL";"Rochester, NY";146.277143;1853.0;7
"Asheville, NC";"Chicago, IL";171.512;1086.0;10
"Atlanta, GA (Metropolitan Area)";"Fort Myers, FL";145.795;2026.0;8
"Hartford, CT";"Pittsburgh, PA";248.531429;1292.0;7
"Detroit, MI";"Myrtle Beach, SC";123.192273;4378.0;22
"Columbus, OH";"Kansas City, MO";129.3848;4483.0;25
"Las Vegas, NV";"Omaha, NE";143.976667;1416.0;3
"Las Vegas, NV";"Reno, NV";93.57;4710.0;3
"Greensboro/High Point, NC";"Houston, TX";163.257241;1519.0;29
"Jacksonville, FL";"Kansas City, MO";127.166667;488.0;3
"New Orleans, LA";"Orlando, FL";102.4375;2250.0;8
"Hartford, CT";"West Palm Beach/Palm Beach, FL";128.251429;4000.0;7
"Boston, MA (Metropolitan Area)";"Greenville/Spartanburg, SC";159.585714;1236.0;21
"Daytona Beach, FL";"Washington, DC (Metropolitan Area)";178.057778;637.0;18
"Orlando, FL";"Sacramento, CA";201.366429;2400.0;14
"Augusta, GA";"New York City, NY (Metropolitan Area)";202.518571;104.0;7
"Austin, TX";"Las Vegas, NV";165.013333;1808.0;3
"Sacramento, CA";"St. Louis, MO";207.767;1578.0;10
"Detroit, MI";"Oklahoma City, OK";137.981111;953.0;9
"Indianapolis, IN";"Las Vegas, NV";152.216667;2903.0;3
"Orlando, FL";"Pittsburgh, PA";141.5775;3292.0;8
"Birmingham, AL";"Orlando, FL";111.075;1105.0;6
"Mobile, AL";"Washington, DC (Metropolitan Area)";243.411667;303.0;12
"Birmingham, AL";"San Francisco, CA (Metropolitan Area)";209.735417;1336.0;24
"Norfolk, VA (Metropolitan Area)";"Pittsburgh, PA";139.7875;254.0;4
"Eagle, CO";"San Francisco, CA (Metropolitan Area)";231.320833;629.0;12
"Hartford, CT";"Minneapolis/St. Paul, MN";345.91;1525.0;8
"Hartford, CT";"Las Vegas, NV";201.821;2701.0;10
"Portland, OR";"Seattle, WA";111.93;1338.0;2
"Kansas City, MO";"Sacramento, CA";169.024524;8264.0;42
"Las Vegas, NV";"West Palm Beach/Palm Beach, FL";198.835;343.0;2
"Salt Lake City, UT";"Seattle, WA";91.93;2036.0;2
"Chicago, IL";"Eagle, CO";196.086364;1740.0;22
"Billings, MT";"Los Angeles, CA (Metropolitan Area)";181.146;173.0;5
"Chicago, IL";"Toledo, OH";118.880909;838.0;11
"Detroit, MI";"Greensboro/High Point, NC";218.035;374.0;4
"Bellingham, WA";"Las Vegas, NV";137.325;414.0;2
"Burlington, VT";"Tampa, FL (Metropolitan Area)";138.332;798.0;5
"Las Vegas, NV";"Mission/McAllen/Edinburg, TX";161.08;406.0;2
"Chicago, IL";"Columbia, SC";170.14;696.0;9
"Pensacola, FL";"Tampa, FL (Metropolitan Area)";127.717143;976.0;7
"Atlantic City, NJ";"Detroit, MI";71.924286;3078.0;14
"Minneapolis/St. Paul, MN";"Seattle, WA";219.86;2194.0;3
"Fort Myers, FL";"Milwaukee, WI";153.442;2420.0;15
"Minot, ND";"Phoenix, AZ";214.1475;1090.0;16
"San Antonio, TX";"Seattle, WA";156.6;479.0;2
"Bullhead City, AZ";"San Francisco, CA (Metropolitan Area)";87.306667;149.0;3
"Bellingham, WA";"Phoenix, AZ";141.8575;3282.0;32
"Knoxville, TN";"Orlando, FL";171.476;992.0;5
"Detroit, MI";"Tulsa, OK";164.187143;311.0;7
"Cincinnati, OH";"Detroit, MI";219.265263;2259.0;19
"Detroit, MI";"Little Rock, AR";173.735;242.0;4
"Atlanta, GA (Metropolitan Area)";"Orlando, FL";111.86;7781.0;6
"Albany, NY";"Las Vegas, NV";181.123333;818.0;3
"Kansas City, MO";"Louisville, KY";89.9975;613.0;4
"Fresno, CA";"Las Vegas, NV";96.306667;833.0;3
"Hartford, CT";"Orlando, FL";117.657143;10419.0;14
"Indianapolis, IN";"Orlando, FL";105.031429;5134.0;7
"Colorado Springs, CO";"Detroit, MI";189.44;128.0;1
"Birmingham, AL";"Las Vegas, NV";187.046667;708.0;3
"New York City, NY (Metropolitan Area)";"Wichita, KS";200.525;177.0;6
"Los Angeles, CA (Metropolitan Area)";"Lubbock, TX";170.3;107.0;5
"Oklahoma City, OK";"Orlando, FL";130.895;575.0;4
"Chicago, IL";"Trenton, NJ";94.53;2156.0;12
"Fort Myers, FL";"St. Louis, MO";155.074286;1314.0;7
"Boise, ID";"Las Vegas, NV";127.266667;883.0;3
"Cincinnati, OH";"Kansas City, MO";185.905;700.0;4
"Cincinnati, OH";"Minneapolis/St. Paul, MN";255.81;137.0;1
"Orlando, FL";"San Antonio, TX";189.16;1606.0;7
"Hartford, CT";"Milwaukee, WI";226.52;154.0;1
"Hartford, CT";"New York City, NY (Metropolitan Area)";125.33875;263.0;8
"Dayton, OH";"Las Vegas, NV";184.8;341.0;2
"Albany, NY";"Fort Myers, FL";295.845;108.0;2
"Fort Myers, FL";"Las Vegas, NV";207.14;189.0;1
"Hartford, CT";"St. Louis, MO";282.73;1017.0;6
"Cleveland, OH (Metropolitan Area)";"Louisville, KY";149.69;538.0;8
"Memphis, TN";"Orlando, FL";126.911429;1920.0;7
"Fort Myers, FL";"Syracuse, NY";157.04;95.0;1
"Orlando, FL";"Philadelphia, PA";125.351429;9103.0;7
"Cedar Rapids/Iowa City, IA";"Washington, DC (Metropolitan Area)";206.26;215.0;8
"Buffalo, NY";"Orlando, FL";157.663333;2233.0;6
"Charlotte, NC";"Orlando, FL";167.076667;1572.0;6
"Detroit, MI";"Sarasota/Bradenton, FL";168.021765;2537.0;17
"Chicago, IL";"Evansville, IN";216.961667;199.0;6
"Des Moines, IA";"San Francisco, CA (Metropolitan Area)";270.760476;2533.0;42
"Orlando, FL";"Portland, ME";127.785;326.0;2
"Columbus, OH";"St. Louis, MO";172.2536;5173.0;25
"Las Vegas, NV";"San Antonio, TX";165.11;2062.0;3
"Burlington, VT";"Orlando, FL";121.18;116.0;1
"Hartford, CT";"Seattle, WA";279.514;837.0;5
"Milwaukee, WI";"Orlando, FL";112.14;4229.0;6
"Nashville, TN";"Orlando, FL";113.0;2882.0;7
"Jacksonville, FL";"Tampa, FL (Metropolitan Area)";79.585;6529.0;32
"Oklahoma City, OK";"Seattle, WA";169.82;339.0;2
"San Diego, CA";"Seattle, WA";113.3;2875.0;2
"Greenville/Spartanburg, SC";"Tampa, FL (Metropolitan Area)";161.27;560.0;6
"Dallas/Fort Worth, TX";"Shreveport, LA";101.1;218.0;2
"Boston, MA (Metropolitan Area)";"Trenton, NJ";101.515;418.0;2
"Cincinnati, OH";"Orlando, FL";185.325;1935.0;6
"Bangor, ME";"Washington, DC (Metropolitan Area)";237.69;171.0;3
"Baton Rouge, LA";"New York City, NY (Metropolitan Area)";306.008333;210.0;6
"Buffalo, NY";"Detroit, MI";249.99;187.0;2
"Norfolk, VA (Metropolitan Area)";"San Antonio, TX";202.298571;1052.0;14
"Miami, FL (Metropolitan Area)";"Worcester, MA";176.385;1296.0;12
"El Paso, TX";"Las Vegas, NV";121.726667;1359.0;3
"Boston, MA (Metropolitan Area)";"Knoxville, TN";253.423333;606.0;9
"Hartford, CT";"Indianapolis, IN";182.913333;461.0;3
"Las Vegas, NV";"Richmond, VA";230.61;171.0;1
"Fort Myers, FL";"Minneapolis/St. Paul, MN";192.82875;2425.0;8
"Austin, TX";"Detroit, MI";193.553333;2193.0;15
"Charlotte, NC";"Hartford, CT";255.738571;1288.0;7
"Reno, NV";"Seattle, WA";73.48;1285.0;2
"Chattanooga, TN";"New York City, NY (Metropolitan Area)";241.331875;823.0;32
"Jackson/Vicksburg, MS";"New York City, NY (Metropolitan Area)";262.743333;183.0;6
"Hartford, CT";"New Orleans, LA";128.403333;499.0;3
"Dayton, OH";"Houston, TX";160.0;181.0;2
"Columbus, OH";"Detroit, MI";241.42;93.0;1
"Kansas City, MO";"Tulsa, OK";73.9375;567.0;4
"Minneapolis/St. Paul, MN";"Orlando, FL";207.74;3445.0;6
"Dallas/Fort Worth, TX";"Gulfport/Biloxi, MS";118.32;173.0;2
"Minneapolis/St. Paul, MN";"Tucson, AZ";201.33;190.0;1
"Hartford, CT";"Sarasota/Bradenton, FL";131.03;124.0;1
"Denver, CO";"Seattle, WA";159.47;2627.0;2
"Colorado Springs, CO";"Miami, FL (Metropolitan Area)";168.145;407.0;4
"Lexington, KY";"Los Angeles, CA (Metropolitan Area)";233.199;506.0;10
"Hartford, CT";"Jacksonville, FL";117.74;453.0;3
"New York City, NY (Metropolitan Area)";"Sanford, FL";106.35;201.0;1
"Denver, CO";"Minneapolis/St. Paul, MN";164.61;694.0;1
"Chicago, IL";"New Haven, CT";284.1775;218.0;4
"Greensboro/High Point, NC";"Orlando, FL";141.048333;1268.0;6
"Minneapolis/St. Paul, MN";"Philadelphia, PA";323.41;290.0;1
"Seattle, WA";"St. Louis, MO";218.13;878.0;2
"Detroit, MI";"Tucson, AZ";268.085;97.0;2
"Fort Myers, FL";"Kansas City, MO";156.309091;1918.0;11
"Colorado Springs, CO";"Orlando, FL";154.7925;926.0;4
"Buffalo, NY";"Las Vegas, NV";169.133333;1322.0;3
"Charlotte, NC";"Las Vegas, NV";201.39;1391.0;3
"Peoria, IL";"Phoenix, AZ";182.9015;1361.0;20
"Hartford, CT";"San Diego, CA";270.843333;469.0;3
"Las Vegas, NV";"New Orleans, LA";194.286667;940.0;3
"Austin, TX";"Minneapolis/St. Paul, MN";324.06;98.0;1
"Chicago, IL";"Lincoln, NE";178.053;439.0;10
"Las Vegas, NV";"Raleigh/Durham, NC";179.766667;1521.0;3
"Lexington, KY";"Miami, FL (Metropolitan Area)";209.518333;1856.0;24
